lot,phase,wafer_id,product,tool,chamber,process_step,pattern,root_cause,action,die_x,die_y,die_dx,die_dy,status,fail_reason
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,24,22,8.0,6.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,25,22,9.0,6.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,26,22,10.0,6.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,27,22,11.0,6.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,28,22,12.0,6.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,29,22,13.0,6.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,3,23,-13.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,4,23,-12.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,5,23,-11.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,6,23,-10.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,7,23,-9.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,8,23,-8.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,9,23,-7.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,10,23,-6.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,11,23,-5.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,12,23,-4.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,13,23,-3.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,14,23,-2.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,15,23,-1.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,16,23,0.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,17,23,1.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,18,23,2.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,19,23,3.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,20,23,4.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,21,23,5.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,22,23,6.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,23,23,7.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,24,23,8.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,25,23,9.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,26,23,10.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,27,23,11.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,28,23,12.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,29,23,13.0,7.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,4,24,-12.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,5,24,-11.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,6,24,-10.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,7,24,-9.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,8,24,-8.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,9,24,-7.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,10,24,-6.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,11,24,-5.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,12,24,-4.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,13,24,-3.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,14,24,-2.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,15,24,-1.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,16,24,0.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,17,24,1.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,18,24,2.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,19,24,3.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,20,24,4.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,21,24,5.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,22,24,6.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,23,24,7.0,8.0,FAIL,random
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,24,24,8.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,25,24,9.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,26,24,10.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,27,24,11.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,28,24,12.0,8.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,5,25,-11.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,6,25,-10.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,7,25,-9.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,8,25,-8.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,9,25,-7.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,10,25,-6.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,11,25,-5.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,12,25,-4.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,13,25,-3.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,14,25,-2.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,15,25,-1.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,16,25,0.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,17,25,1.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,18,25,2.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,19,25,3.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,20,25,4.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,21,25,5.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,22,25,6.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,23,25,7.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,24,25,8.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,25,25,9.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,26,25,10.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,27,25,11.0,9.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,6,26,-10.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,7,26,-9.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,8,26,-8.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,9,26,-7.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,10,26,-6.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,11,26,-5.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,12,26,-4.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,13,26,-3.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,14,26,-2.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,15,26,-1.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,16,26,0.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,17,26,1.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,18,26,2.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,19,26,3.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,20,26,4.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,21,26,5.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,22,26,6.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,23,26,7.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,24,26,8.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,25,26,9.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,26,26,10.0,10.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,7,27,-9.0,11.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,8,27,-8.0,11.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,9,27,-7.0,11.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,10,27,-6.0,11.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,11,27,-5.0,11.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,12,27,-4.0,11.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,13,27,-3.0,11.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,14,27,-2.0,11.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,15,27,-1.0,11.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,16,27,0.0,11.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,17,27,1.0,11.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,18,27,2.0,11.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,19,27,3.0,11.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,20,27,4.0,11.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,21,27,5.0,11.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,22,27,6.0,11.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,23,27,7.0,11.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,24,27,8.0,11.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,25,27,9.0,11.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,8,28,-8.0,12.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,9,28,-7.0,12.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,10,28,-6.0,12.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,11,28,-5.0,12.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,12,28,-4.0,12.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,13,28,-3.0,12.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,14,28,-2.0,12.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,15,28,-1.0,12.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,16,28,0.0,12.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,17,28,1.0,12.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,18,28,2.0,12.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,19,28,3.0,12.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,20,28,4.0,12.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,21,28,5.0,12.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,22,28,6.0,12.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,23,28,7.0,12.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,24,28,8.0,12.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,9,29,-7.0,13.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,10,29,-6.0,13.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,11,29,-5.0,13.0,PASS,pass
LOT-B,改善后,W08,28nm MCU,ETCH-07,B,Plasma Etch,improved_cluster,已完成 PM，局部粒子 cluster 显著减少,维持 particle SPC 门限,12,29,-4.0,13.0,PASS,pass
